name,mask,constraint,result
ISBN,True,The last character of the ISBN shall either be a number (0-9) or the letter X.,
ISBN,True,"The ISBN shall contain exactly 10 characters, excluding hyphens.",
ISBN,True,The ISBN shall not start with a hyphen.,
ISBN,True,Hyphens shall not occur consecutively in the ISBN.,
ISBN,True,The ISBN shall contain at most 3 hyphens.,
ISBN,False,"The ISBN shall contain at least one character that is neither a number (0-9), nor the letter X, nor a hyphen.",
ISBN,False,"The last character of the ISBN shall be neither a number (0-9), nor the letter X.",
ISBN,False,"Without counting hyphens, the ISBN shall contain less than or more than 10 characters.",
ISBN,False,The ISBN shall start with a hyphen.,
ISBN,False,The ISBN shall contain two consecutive hyphens.,
ISBN,False,The ISBN shall contain more than 3 hyphens.,
Name,True,"The name shall only contain letters a-z, letters A-Z and space characters.",
Name,True,The name shall contain at least one space character.,
Name,True,The name shall not end with a space character.,
Name,True,The name shall not start with a space character.,
Name,True,The first character in the name shall be capitalized.,
Name,True,Any character in the name following a space character shall be capitalized.,
Name,False,"The name shall contain at least one character that is neither a letter a-z, nor a letter A-Z, nor a space.","(or (not (str.in.re s (re.union (str.to.re ""a-z"") (str.to.re ""A-Z"") (str.to.re "" "")))) (not (=? true (str.count s (str.to.re ""a-z"")))) (not (=? true (str.count s (str.to.re ""A-Z"")))) (not (=? true (str.count s (str.to.re "" "")))))"
Name,False,The name shall contain no space character.,"(not (str.contains s "" ""))"
Name,False,The name shall end with a space character.,"(=? true (strSuffix s "" ""))"
Name,False,The name shall start with a space character.,"(=? true (strPrefix s "" ""))"
Name,False,The first character in the name shall not be capitalized.,(not (=? true (= (str.at s 0) (str.to.re (str.capitalizeChar (str.at s 0))))))
Name,False,"In the name, there shall be some characters following a space character which are not capitalized.","(and (=? true (str.contains s "" "")) (>? 0 (str.count s (str.to.re ""A-Z""))))"
Palindrome,True,The palindrome shall be at least 3 characters long.,(>= (str.len s) 3)
Palindrome,True,The palindrome shall be identical to its reverse.,(= s (str.reverse s))
Palindrome,False,The palindrome shall be at most 2 characters long.,
Palindrome,False,The palindrome shall not be identical to its reverse.,
Parentheses,True,The parentheses string shall be at least 10 characters long.,
Parentheses,True,The parentheses string shall only contains ( and ) characters.,
Parentheses,True,The parenthesis string shall contain an equal number of ( characters and ) characters.,
Parentheses,True,"When scanning from left to right on the parentheses string, at no point shall the count of ) characters exceed the count of ( characters.",
Parentheses,False,The parentheses string shall be at most 9 characters long.,
Parentheses,False,The parentheses string shall contain at least one character that is neither ( nor ).,
Parentheses,False,The parenthesis string shall not contain an equal number of ( characters and ) characters.,
Parentheses,False,"There shall exist at least one position in a parentheses string such that, when scanning from left to right up to that position, the count of ) characters exceeds the count of ( characters.",
Password,True,The password shall be at least 4 characters long.,
Password,True,"The password shall contain one of the following characters: !, #, $.",
Password,True,The password shall contain at least one upper case characters.,
Password,True,The password shall contain at least one lower case characters.,
Password,True,The password shall contain at least one number.,
Password,False,The password shall contain less than 4 characters.,(or (not (< 4 (str.len s))) (str.empty s))
Password,False,"The password shall not contain any of the following characters: !, #, $.","(forall ((x String)) (implies (str.member x ""!#$"") (not (str.member x s))))"
Password,False,The password shall not contain any upper case characters.,(forall ((x String)) (implies (str.uppercase char) (not (str.member x s))))
Password,False,The password shall not contain any lower case characters.,(forall ((x String)) (implies (str.lowercase char) (not (str.member x s))))
Password,False,The password shall not contain any numbers.,(forall ((x Char)) (implies (digit numeral x) (not (str.member x s))))
Url,True,The url shall start with either http:// or https://.,
Url,True,The url shall not contain any spaces.,
Url,True,The url shall contain at least one dot character (.).,
Url,False,"The url shall not start with http://, nor with https://.",
Url,False,The url shall contain at least one space.,
Url,False,The url shall not contain any dot character (.).,
