name,result,truth_masks
Email,@managermanager@domain.com,"(True, False, False, True, True, False)"
Email,@test.domain.com@another.domain.,"(True, False, False, True, False, True)"
Email,@manager.manager..,"(True, False, False, True, False, False)"
Email,UNSAT,"(True, False, False, False, True, True)"
Email,@manager@domain@org,"(True, False, False, False, True, False)"
Email,UNSAT,"(True, False, False, False, False, True)"
Email,@@manager..,"(True, False, False, False, False, False)"
Email,test user@example.com,"(False, True, True, True, True, True)"
Email,manager user@example.com,"(False, True, True, True, True, False)"
Email,user name@example.com.,"(False, True, True, True, False, True)"
Email,manager name@domain.com.,"(False, True, True, True, False, False)"
Email,john doe@domain,"(False, True, True, False, True, True)"
Email,manager user@example,"(False, True, True, False, True, False)"
Email,hello world@domaincom.,"(False, True, True, False, False, True)"
Email,UNSAT,"(False, True, True, False, False, False)"
Email,user name@@example.com,"(False, True, False, True, True, True)"
Email,manager@company.com manager@another.com,"(False, True, False, True, True, False)"
Email,user name@@example.,"(False, True, False, True, False, True)"
Email,manager user@example.com@another.com.,"(False, True, False, True, False, False)"
Email,user name without manager,"(False, True, False, False, True, True)"
Email,manager test manager@manager@someplace,"(False, True, False, False, True, False)"
Email,test email.,"(False, True, False, False, False, True)"
Email,manager test@@example.com.,"(False, True, False, False, False, False)"
Email,@ test.com,"(False, False, True, True, True, True)"
Email,UNSAT,"(False, False, True, True, True, False)"
Email,@ example.com.,"(False, False, True, True, False, True)"
Email,UNSAT,"(False, False, True, True, False, False)"
Email,@example user,"(False, False, True, False, True, True)"
Email,@manager test,"(False, False, True, False, True, False)"
Email,UNSAT,"(False, False, True, False, False, True)"
Email,@manager hello.,"(False, False, True, False, False, False)"
Email,@@ test@example.com,"(False, False, False, True, True, True)"
Email,@manager test@domain.com,"(False, False, False, True, True, False)"
Email,@ example.@.,"(False, False, False, True, False, True)"
Email,@. manager .,"(False, False, False, True, False, False)"
Email,@ test @example,"(False, False, False, False, True, True)"
Email,@ manager @ example,"(False, False, False, False, True, False)"
Email,@ test@@example.,"(False, False, False, False, False, True)"
Email,UNSAT,"(False, False, False, False, False, False)"
Password,Ab3$,"(True, True, True, True, True)"
Password,Abcd!,"(True, True, True, True, False)"
Password,A$1A,"(True, True, True, False, True)"
Password,A$B!,"(True, True, True, False, False)"
Password,a1!b,"(True, True, False, True, True)"
Password,abc$,"(True, True, False, True, False)"
Password,1!2$,"(True, True, False, False, True)"
Password,!!!!,"(True, True, False, False, False)"
Password,Ab3c,"(True, False, True, True, True)"
Password,AbcD,"(True, False, True, True, False)"
Password,A1B2,"(True, False, True, False, True)"
Password,ABCD,"(True, False, True, False, False)"
Password,pass1,"(True, False, False, True, True)"
Password,abcd,"(True, False, False, True, False)"
Password,UNSAT,"(True, False, False, False, True)"
Password,UNSAT,"(True, False, False, False, False)"
Password,UNSAT,"(False, True, True, True, True)"
Password,UNSAT,"(False, True, True, True, False)"
Password,A1!,"(False, True, True, False, True)"
Password,A!,"(False, True, True, False, False)"
Password,a1!,"(False, True, False, True, True)"
Password,a!,"(False, True, False, True, False)"
Password,1!,"(False, True, False, False, True)"
Password,!,"(False, True, False, False, False)"
Password,UNSAT,"(False, False, True, True, True)"
Password,Aa,"(False, False, True, True, False)"
Password,A1,"(False, False, True, False, True)"
Password,A,"(False, False, True, False, False)"
Password,UNSAT,"(False, False, False, True, True)"
Password,abc,"(False, False, False, True, False)"
Password,1,"(False, False, False, False, True)"
Password,,"(False, False, False, False, False)"
Url,https://www.example.com,"(True, True, True)"
Url,http://example123,"(True, True, False)"
Url,https://example.com/search for something,"(True, False, True)"
Url,UNSAT,"(True, False, False)"
Url,example.com,"(False, True, True)"
Url,examplecom,"(False, True, False)"
Url,example .com test,"(False, False, True)"
Url,my url with spaces,"(False, False, False)"
Date,2023-10-15,"(True, True, True, True)"
Date,2023-10-32,"(True, True, True, False)"
Date,UNSAT,"(True, True, False, True)"
Date,2023-13-32,"(True, True, False, False)"
Date,2026-5-15,"(True, False, True, True)"
Date,-1-5-32,"(True, False, True, False)"
Date,2026-13-15,"(True, False, False, True)"
Date,-1-13-32,"(True, False, False, False)"
Date,2023-09-15,"(False, True, True, True)"
Date,2023-05-32-XYZ,"(False, True, True, False)"
Date,2023-0-15,"(False, True, False, True)"
Date,2023-15-32,"(False, True, False, False)"
Date,2026-03-15,"(False, False, True, True)"
Date,2026-05-32,"(False, False, True, False)"
Date,2026-13-01-01,"(False, False, False, True)"
Date,2026-13-32,"(False, False, False, False)"
IBAN,12100000000000000000,"(True, True, True)"
IBAN,121001234567890123456,"(True, True, False)"
IBAN,GB00123456789012345678,"(True, False, True)"
IBAN,GB12345678901234567890,"(True, False, False)"
IBAN,121000123456789012,"(False, True, True)"
IBAN,121025123456789012345,"(False, True, False)"
IBAN,123400XYZ9876543210,"(False, False, True)"
IBAN,GB1212345678901234567890,"(False, False, False)"
