status,result,name,truth_masks
sat,@manager.example.,Email,"(True, False, True, True, False, False)"
sat,@example,Email,"(True, False, True, False, True, True)"
sat,@manager,Email,"(True, False, True, False, True, False)"
unsat,,Email,"(True, False, True, False, False, True)"
unsat,,Email,"(True, False, True, False, False, False)"
sat,@@example.com,Email,"(True, False, False, True, True, True)"
sat,@manager.example@domain.com,Email,"(True, False, False, True, True, False)"
sat,@@example.com.,Email,"(True, False, False, True, False, True)"
sat,@manager@manager.com.,Email,"(True, False, False, True, False, False)"
sat,@example@example,Email,"(True, False, False, False, True, True)"
sat,@manager@manager,Email,"(True, False, False, False, True, False)"
unsat,,Email,"(True, False, False, False, False, True)"
unsat,,Email,"(True, False, False, False, False, False)"
sat,john doe@example.com,Email,"(False, True, True, True, True, True)"
sat,John Doe.manager@example.com,Email,"(False, True, True, True, True, False)"
sat,test user@domain.com.,Email,"(False, True, True, True, False, True)"
sat,john manager@example.com.,Email,"(False, True, True, True, False, False)"
sat,john doe@example,Email,"(False, True, True, False, True, True)"
sat,manager user@example,Email,"(False, True, True, False, True, False)"
unsat,,Email,"(False, True, True, False, False, True)"
unsat,,Email,"(False, True, True, False, False, False)"
sat,user name@example.com user@company.com,Email,"(False, True, False, True, True, True)"
sat,manager@example.com manager@another.com,Email,"(False, True, False, True, True, False)"
sat,user name@domain@sub.domain.com.,Email,"(False, True, False, True, False, True)"
sat,manager user@@example.com.,Email,"(False, True, False, True, False, False)"
sat,test@abc@xyz com,Email,"(False, True, False, False, True, True)"
sat,manager @ example @ test,Email,"(False, True, False, False, True, False)"
sat,example email .,Email,"(False, True, False, False, False, True)"
sat,manager email .,Email,"(False, True, False, False, False, False)"
unsat,,Email,"(False, False, True, True, True, True)"
sat,@manager.test.com ,Email,"(False, False, True, True, True, False)"
sat,@ example.com.,Email,"(False, False, True, True, False, True)"
unsat,,Email,"(False, False, True, True, False, False)"
sat,@abc def,Email,"(False, False, True, False, True, True)"
sat,@manager test,Email,"(False, False, True, False, True, False)"
unsat,,Email,"(False, False, True, False, False, True)"
unsat,,Email,"(False, False, True, False, False, False)"
sat,@ example@domain.com,Email,"(False, False, False, True, True, True)"
sat,@manager .example@domain.com,Email,"(False, False, False, True, True, False)"
unsat,,Email,"(False, False, False, True, False, True)"
sat,@manager example@domain.com.,Email,"(False, False, False, True, False, False)"
sat,@abc@xyz test,Email,"(False, False, False, False, True, True)"
sat,@manager manager@manager,Email,"(False, False, False, False, True, False)"
unsat,,Email,"(False, False, False, False, False, True)"
unsat,,Email,"(False, False, False, False, False, False)"
sat,A1b$,Password,"(True, True, True, True, True)"
sat,Abc$,Password,"(True, True, True, True, False)"
sat,A1$B,Password,"(True, True, True, False, True)"
sat,A!B#,Password,"(True, True, True, False, False)"
sat,a1$b,Password,"(True, True, False, True, True)"
sat,pass$,Password,"(True, True, False, True, False)"
sat,1!23,Password,"(True, True, False, False, True)"
sat,!!!!,Password,"(True, True, False, False, False)"
sat,A1b2,Password,"(True, False, True, True, True)"
sat,AbcD,Password,"(True, False, True, True, False)"
sat,A1B2,Password,"(True, False, True, False, True)"
sat,ABCD,Password,"(True, False, True, False, False)"
sat,a1b2,Password,"(True, False, False, True, True)"
sat,abcd,Password,"(True, False, False, True, False)"
sat,1234,Password,"(True, False, False, False, True)"
unsat,,Password,"(True, False, False, False, False)"
unsat,,Password,"(False, True, True, True, True)"
sat,Ab!,Password,"(False, True, True, True, False)"
sat,A1!,Password,"(False, True, True, False, True)"
sat,A!,Password,"(False, True, True, False, False)"
sat,a1!,Password,"(False, True, False, True, True)"
sat,a!,Password,"(False, True, False, True, False)"
sat,1!,Password,"(False, True, False, False, True)"
sat,!,Password,"(False, True, False, False, False)"
unsat,,Password,"(False, False, True, True, True)"
sat,Aa,Password,"(False, False, True, True, False)"
sat,A1,Password,"(False, False, True, False, True)"
sat,A,Password,"(False, False, True, False, False)"
sat,a1,Password,"(False, False, False, True, True)"
sat,a,Password,"(False, False, False, True, False)"
sat,1,Password,"(False, False, False, False, True)"
sat,@,Password,"(False, False, False, False, False)"
sat,https://www.example.com,Url,"(True, True, True)"
unsat,,Url,"(True, True, False)"
sat,http://example.com/some page,Url,"(True, False, True)"
unsat,,Url,"(True, False, False)"
sat,www.example,Url,"(False, True, True)"
sat,examplecom,Url,"(False, True, False)"
sat,example . com test,Url,"(False, False, True)"
sat,example url with no dot,Url,"(False, False, False)"
sat,2023-04-15,Date,"(True, True, True, True)"
sat,2023-5-32,Date,"(True, True, True, False)"
sat,2025-15-25,Date,"(True, True, False, True)"
sat,2023-13-32,Date,"(True, True, False, False)"
sat,2026-03-15,Date,"(True, False, True, True)"
sat,2026-05-32,Date,"(True, False, True, False)"
sat,2026-13-15,Date,"(True, False, False, True)"
sat,-1--1--1,Date,"(True, False, False, False)"
unsat,,Date,"(False, True, True, True)"
sat,2023-05-32,Date,"(False, True, True, False)"
sat,2023-13-15,Date,"(False, True, False, True)"
sat,2025-13-32,Date,"(False, True, False, False)"
sat,2026-02-29,Date,"(False, False, True, True)"
sat,2026-5-32-50,Date,"(False, False, True, False)"
sat,2026-13-15,Date,"(False, False, False, True)"
sat,2026-13-32,Date,"(False, False, False, False)"
sat,1210000000000000000000,IBAN,"(True, True, True)"
sat,1210010000000000000000,IBAN,"(True, True, False)"
sat,GB12001234567890123456,IBAN,"(True, False, True)"
sat,GB12345678901234567890,IBAN,"(True, False, False)"
sat,121000AB123456789,IBAN,"(False, True, True)"
sat,12100123456789012345,IBAN,"(False, True, False)"
sat,GB000000000000000000000000,IBAN,"(False, False, True)"
sat,GB1234567890123456789,IBAN,"(False, False, False)"
