name,result,truth_masks
Email,John Doe @example.com,"(False, True, True, True, True, True)"
Email,manager email@example.com,"(False, True, True, True, True, False)"
Email,john doe@example.com.,"(False, True, True, True, False, True)"
Email,John Doe @manager.,"(False, True, True, True, False, False)"
Email,john doe @example,"(False, True, True, False, True, True)"
Email,manager @example,"(False, True, True, False, True, False)"
Email,John Doe @example.,"(False, True, True, False, False, True)"
Email,team manager @example.,"(False, True, True, False, False, False)"
Email,example text abc@xyz.com@abc,"(False, True, False, True, True, True)"
Email,Manager John Doe,"(False, True, False, True, True, False)"
Email,Hello world.,"(False, True, False, True, False, True)"
Email,team @manager. @example.com.,"(False, True, False, True, False, False)"
Email,Hello world @example @test,"(False, True, False, False, True, True)"
Email,Project manager @team lead @strategy,"(False, True, False, False, True, False)"
Email,user one@two@three.,"(False, True, False, False, False, True)"
Email,Project manager @user @anotherUser.,"(False, True, False, False, False, False)"
Email,@ example.com,"(False, False, True, True, True, True)"
Email,@manager example.com,"(False, False, True, True, True, False)"
Email,@ user.name. ,"(False, False, True, True, False, True)"
Email,@. manager .,"(False, False, True, True, False, False)"
Email,@user name,"(False, False, True, False, True, True)"
Email,@ manager John,"(False, False, True, False, True, False)"
Email,@ user example.,"(False, False, True, False, False, True)"
Email,@manager works.,"(False, False, True, False, False, False)"
Email,@user@example.com Test,"(False, False, False, True, True, True)"
Email,@manager.email@domain.com manager,"(False, False, False, True, True, False)"
Email,@example.test@test.,"(False, False, False, True, False, True)"
Email,@manager team @example.com.,"(False, False, False, True, False, False)"
Email,@ user @ example,"(False, False, False, False, True, True)"
Email,@ @ manager,"(False, False, False, False, True, False)"
Email,@user example.,"(False, False, False, False, False, True)"
Email,@ manager @.,"(False, False, False, False, False, False)"
Password,A1b!,"(True, True, True, True, True)"
Password,Abc$,"(True, True, True, True, False)"
Password,A1$B,"(True, True, True, False, True)"
Password,A$BC,"(True, True, True, False, False)"
Password,abc1$,"(True, True, False, True, True)"
Password,abcd$,"(True, True, False, True, False)"
Password,1#23,"(True, True, False, False, True)"
Password,!!!$,"(True, True, False, False, False)"
Password,Abc1,"(True, False, True, True, True)"
Password,Test,"(True, False, True, True, False)"
Password,A1B2,"(True, False, True, False, True)"
Password,ABCD,"(True, False, True, False, False)"
Password,abc1,"(True, False, False, True, True)"
Password,hello,"(True, False, False, True, False)"
Password,1234,"(True, False, False, False, True)"
Password,UNSAT,"(True, False, False, False, False)"
Password,UNSAT,"(False, True, True, True, True)"
Password,A!b,"(False, True, True, True, False)"
Password,A1!,"(False, True, True, False, True)"
Password,A!,"(False, True, True, False, False)"
Password,a1!,"(False, True, False, True, True)"
Password,a!,"(False, True, False, True, False)"
Password,1!,"(False, True, False, False, True)"
Password,!,"(False, True, False, False, False)"
Password,UNSAT,"(False, False, True, True, True)"
Password,AbC,"(False, False, True, True, False)"
Password,A1,"(False, False, True, False, True)"
Password,A,"(False, False, True, False, False)"
Password,a1,"(False, False, False, True, True)"
Password,hi,"(False, False, False, True, False)"
Password,1,"(False, False, False, False, True)"
Password,UNSAT,"(False, False, False, False, False)"
Url,https://example.com,"(True, True, True)"
Url,UNSAT,"(True, True, False)"
Url,https://www.example.com/search query,"(True, False, True)"
Url,http://example text without dot,"(True, False, False)"
Url,example.com,"(False, True, True)"
Url,example_string,"(False, True, False)"
Url,This is a test string. Please review.,"(False, False, True)"
Url,hello world example,"(False, False, False)"
Date,2023-10-15,"(True, True, True, True)"
Date,2022-5-32,"(True, True, True, False)"
Date,2025-0.5-15,"(True, True, False, True)"
Date,2025-0-32,"(True, True, False, False)"
Date,-5-6-15,"(True, False, True, True)"
Date,-5-6-32,"(True, False, True, False)"
Date,2026-13-15,"(True, False, False, True)"
Date,2026-15-32,"(True, False, False, False)"
Date,2023-5-15,"(False, True, True, True)"
Date,2023-5-32,"(False, True, True, False)"
Date,2021-0-15,"(False, True, False, True)"
Date,2020-15-32,"(False, True, False, False)"
Date,-1-5-15,"(False, False, True, True)"
Date,2026-5-32,"(False, False, True, False)"
Date,2026-13-15,"(False, False, False, True)"
Date,2026-0-32,"(False, False, False, False)"
IBAN,12100000000000000000,"(True, True, True)"
IBAN,1210010000000000,"(True, True, False)"
IBAN,123400567890123456,"(True, False, True)"
IBAN,1234 5678 9012 3456 7890,"(True, False, False)"
IBAN,121000123456,"(False, True, True)"
IBAN,12100123456,"(False, True, False)"
IBAN,1234005678,"(False, False, True)"
IBAN,123401234567890123456,"(False, False, False)"
